year,county,acres_burn,fire_name,avg_acres_burned,avg_fires_per_year,total_acres_burned,total_fires
2023,Imperial,62.3231926,Winterhaven Drive,138.90497223043477,1.7692307692307692,3194.8143613,23
2023,Imperial,15.2531757,Winterhaven,138.90497223043477,1.7692307692307692,3194.8143613,23
2023,Imperial,19.8974113,Laguna,138.90497223043477,1.7692307692307692,3194.8143613,23
2023,Lassen,27.6402893,R-1 Spencer Basin,5534.362569703743,7.791666666666667,1034925.8005346,187
2023,Riverside,22.5555153,BREEZE,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,Riverside,90.4801559,TRAM,1457.0310257545993,14.041666666666666,491019.4556793002,337
2023,San Diego,183.9227905,BUNNIE,2873.9965697170533,14.416666666666666,994402.8131220996,346
2023,Siskiyou,14.5578432,ASH,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Siskiyou,792.9696655,RANCH,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Siskiyou,29.7461243,LONG,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Humboldt,1055.1717529,PILOT,3102.2868522527397,6.636363636363637,452933.88042889995,146
2023,Tulare,300.7920227,QUAIL 2,3529.422226314043,9.791666666666666,829414.2231837998,235
2023,Del Norte,89326.0546875,KELLY,26059.065986885,2.6666666666666665,1042362.6394753999,40
2023,Humboldt,2836.3903809,3-9,3102.2868522527397,6.636363636363637,452933.88042889995,146
2023,Siskiyou,81.2302933,TOWNSEND,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Siskiyou,1935.9516602,SCOTT,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Siskiyou,200.2063751,LAKE,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Siskiyou,294.8511658,DEN,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Siskiyou,1728.1358643,HANCOCK,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Humboldt,12152.4492188,PEARCH,3102.2868522527397,6.636363636363637,452933.88042889995,146
2023,Siskiyou,95.9167786,LET ER-BUCK,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Siskiyou,20.0169754,IRON,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Del Norte,599.3447876,PRESCOTT,26059.065986885,2.6666666666666665,1042362.6394753999,40
2023,Siskiyou,13875.2539062,ELLIOT,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Siskiyou,71.7953415,TITUS,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Siskiyou,7850.5795898,UFISH,3286.029495477367,18.041666666666668,1422850.7715417007,433
2023,Del Norte,1997.2062988,MARLOW,26059.065986885,2.6666666666666665,1042362.6394753999,40
2023,Del Norte,2677.7790527,HURDY GURDY,26059.065986885,2.6666666666666665,1042362.6394753999,40
2023,Del Norte,1090.2814941,CORRAL,26059.065986885,2.6666666666666665,1042362.6394753999,40
2023,Del Norte,550.0559082,DIAMOND,26059.065986885,2.6666666666666665,1042362.6394753999,40
2023,Del Norte,378.4196777,ISLAND,26059.065986885,2.6666666666666665,1042362.6394753999,40
2023,Humboldt,1684.7297363,LONE PINE,3102.2868522527397,6.636363636363637,452933.88042889995,146
2023,Del Norte,34188.4492188,MOSQUITO,26059.065986885,2.6666666666666665,1042362.6394753999,40
2023,Siskiyou,6953.8046875,HEAD,3286.029495477367,18.041666666666668,1422850.7715417007,433
2022,Inyo,4140.0600586,AIRPORT,1886.8387318108435,3.772727272727273,156607.61474029996,83
2022,Butte,29.8467808,DENIZ,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Tehama,589.8671265,RANCHO,1704.9578966474137,5.2727272727272725,197775.11601110006,116
2022,San Mateo,28.6848831,TOWER,7921.628857909091,1.5714285714285714,87137.91743699998,11
2022,Glenn,309.4793396,BURROWS,803.6360488,2.9285714285714284,32949.0780008,41
2022,Butte,5.888545,NELSON,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Butte,65.6712265,NINETY-NINE,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Butte,371.4676819,NELSON,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Butte,56.3385429,PARK,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Butte,34.4042816,SANDRA,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Butte,30.5069656,JAN-DAR,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Butte,9.8379488,RAIL,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Butte,9.5545177,CANFIELD,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Santa Clara,16.4093819,CANYON,3553.2256921621624,2.176470588235294,131469.35061000002,37
2022,San Bernardino,28.1025925,HIGHWAY,1847.5510703515038,11.565217391304348,491448.5847135001,266
2022,Alameda,12.1740751,BRUNS,10878.592688328206,3,424265.1148447999,39
2022,Alameda,50.3730011,CANYON,10878.592688328206,3,424265.1148447999,39
2022,Contra Costa,14.5139084,DEER,277.2202075866667,2.5,8316.6062276,30
2022,Contra Costa,28.5624084,WILLOW,277.2202075866667,2.5,8316.6062276,30
2022,Contra Costa,91.5328064,HIGHLAND,277.2202075866667,2.5,8316.6062276,30
2022,Alameda,65.3790436,PASS,10878.592688328206,3,424265.1148447999,39
2022,Alameda,13.5057077,MIDWAY,10878.592688328206,3,424265.1148447999,39
2022,Alameda,551.7821045,TESLA,10878.592688328206,3,424265.1148447999,39
2022,Contra Costa,84.7944641,KIRKER,277.2202075866667,2.5,8316.6062276,30
2022,Alameda,173.7564545,FLYNN,10878.592688328206,3,424265.1148447999,39
2022,Alameda,38.4480743,PASS,10878.592688328206,3,424265.1148447999,39
2022,Alameda,131.9127502,FLYNN,10878.592688328206,3,424265.1148447999,39
2022,Contra Costa,120.4983063,SCENIC,277.2202075866667,2.5,8316.6062276,30
2022,Contra Costa,19.1830254,CAMINO,277.2202075866667,2.5,8316.6062276,30
2022,Lassen,11.3693781,3-8 DIXON,5534.362569703743,7.791666666666667,1034925.8005346,187
2022,Modoc,129.1634979,DONICA,2179.2609237518136,8.041666666666666,420597.3582841003,193
2022,Alameda,58.3176308,EDEN,10878.592688328206,3,424265.1148447999,39
2022,Butte,6.6351876,HURLETON,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,San Bernardino,96.8859711,HESPERIA,1847.5510703515038,11.565217391304348,491448.5847135001,266
2022,Butte,15.7741241,BIGGS,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Butte,16.9040527,PINECREST,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Butte,14.3232784,OREGON,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Madera,818.4309082,FORK,956.2385873490001,4.3478260869565215,95623.85873490004,100
2022,Mariposa,18957.5019531,OAK,2753.921167997248,9.083333333333334,600354.8146234003,218
2022,Merced,344.1595459,ROMERO,487.5117330528302,2.9444444444444446,25838.1218518,53
2022,San Mateo,20.5483875,EDGEWOOD,7921.628857909091,1.5714285714285714,87137.91743699998,11
2022,Mariposa,396.7743835,AGUA,2753.921167997248,9.083333333333334,600354.8146234003,218
2022,Humboldt,17.0985546,CANYON,3102.2868522527397,6.636363636363637,452933.88042889995,146
2022,Humboldt,28.4200268,MCCOVEY,3102.2868522527397,6.636363636363637,452933.88042889995,146
2022,Del Norte,26.3180542,RANCH,26059.065986885,2.6666666666666665,1042362.6394753999,40
2022,Shasta,159.9854736,FORWARD,3952.487591378281,9.208333333333334,873499.7576946,221
2022,Tehama,66.3288498,RAINBOW,1704.9578966474137,5.2727272727272725,197775.11601110006,116
2022,San Mateo,14.8235674,PIGEON,7921.628857909091,1.5714285714285714,87137.91743699998,11
2022,Contra Costa,40.3060188,BARRY,277.2202075866667,2.5,8316.6062276,30
2022,Contra Costa,50.1297073,FRANKLIN,277.2202075866667,2.5,8316.6062276,30
2022,Butte,17.2802029,EVITA,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Butte,33.0744286,NELSON,12620.30156653609,5.782608695652174,1678500.1083492993,133
2022,Inyo,49.5695648,PLEASANT,1886.8387318108435,3.772727272727273,156607.61474029996,83
2022,Sacramento,28.9977283,NELDA,382.7699260346154,2.1666666666666665,9952.0180769,26
2022,El Dorado,26.7484455,LATROBE,1818.2146183294117,5.409090909090909,216367.5395812,119
2022,Sacramento,73.1147232,GRANT,382.7699260346154,2.1666666666666665,9952.0180769,26
2022,Amador,4466.2216797,ELECTRA,2296.5198136333333,2.3684210526315788,103343.39161350002,45
2022,Amador,16.748951,COAL,2296.5198136333333,2.3684210526315788,103343.39161350002,45
