county,longitude,latitude,elevation_m,date,climate_factor,value
Sierra,-120.52,39.58,2239,2011,ppt_mm,1526.48
Sierra,-120.52,39.58,2239,2011,tmin_degrees_c,0.1
Sierra,-120.52,39.58,2239,2011,tmean_degrees_c,5.7
Sierra,-120.52,39.58,2239,2011,tmax_degrees_c,11.2
Sierra,-120.52,39.58,2239,2011,vpdmin_h_pa,1.96
Sierra,-120.52,39.58,2239,2011,vpdmax_h_pa,10.63
Sierra,-120.52,39.58,2239,2012,ppt_mm,2041.29
Sierra,-120.52,39.58,2239,2012,tmin_degrees_c,1.5
Sierra,-120.52,39.58,2239,2012,tmean_degrees_c,7.1
Sierra,-120.52,39.58,2239,2012,tmax_degrees_c,12.8
Sierra,-120.52,39.58,2239,2012,vpdmin_h_pa,2.48
Sierra,-120.52,39.58,2239,2012,vpdmax_h_pa,12.18
Sierra,-120.52,39.58,2239,2013,ppt_mm,504.36
Sierra,-120.52,39.58,2239,2013,tmin_degrees_c,1.4
Sierra,-120.52,39.58,2239,2013,tmean_degrees_c,7.3
Sierra,-120.52,39.58,2239,2013,tmax_degrees_c,13.2
Sierra,-120.52,39.58,2239,2013,vpdmin_h_pa,2.53
Sierra,-120.52,39.58,2239,2013,vpdmax_h_pa,12.43
Sierra,-120.52,39.58,2239,2014,ppt_mm,1506.51
Sierra,-120.52,39.58,2239,2014,tmin_degrees_c,2.4
Sierra,-120.52,39.58,2239,2014,tmean_degrees_c,8
Sierra,-120.52,39.58,2239,2014,tmax_degrees_c,13.5
Sierra,-120.52,39.58,2239,2014,vpdmin_h_pa,2.73
Sierra,-120.52,39.58,2239,2014,vpdmax_h_pa,12.45
Sierra,-120.52,39.58,2239,2015,ppt_mm,998.52
Sierra,-120.52,39.58,2239,2015,tmin_degrees_c,2.2
Sierra,-120.52,39.58,2239,2015,tmean_degrees_c,7.9
Sierra,-120.52,39.58,2239,2015,tmax_degrees_c,13.5
Sierra,-120.52,39.58,2239,2015,vpdmin_h_pa,2.75
Sierra,-120.52,39.58,2239,2015,vpdmax_h_pa,12.04
Sierra,-120.52,39.58,2239,2016,ppt_mm,2091.04
Sierra,-120.52,39.58,2239,2016,tmin_degrees_c,1.7
Sierra,-120.52,39.58,2239,2016,tmean_degrees_c,7.2
Sierra,-120.52,39.58,2239,2016,tmax_degrees_c,12.7
Sierra,-120.52,39.58,2239,2016,vpdmin_h_pa,2.62
Sierra,-120.52,39.58,2239,2016,vpdmax_h_pa,11.72
Sierra,-120.52,39.58,2239,2017,ppt_mm,2674.42
Sierra,-120.52,39.58,2239,2017,tmin_degrees_c,1.8
Sierra,-120.52,39.58,2239,2017,tmean_degrees_c,7.2
Sierra,-120.52,39.58,2239,2017,tmax_degrees_c,12.6
Sierra,-120.52,39.58,2239,2017,vpdmin_h_pa,2.4
Sierra,-120.52,39.58,2239,2017,vpdmax_h_pa,11.4
Sierra,-120.52,39.58,2239,2018,ppt_mm,1291.48
Sierra,-120.52,39.58,2239,2018,tmin_degrees_c,2.1
Sierra,-120.52,39.58,2239,2018,tmean_degrees_c,7.7
Sierra,-120.52,39.58,2239,2018,tmax_degrees_c,13.2
Sierra,-120.52,39.58,2239,2018,vpdmin_h_pa,2.94
Sierra,-120.52,39.58,2239,2018,vpdmax_h_pa,12.22
Sierra,-120.52,39.58,2239,2019,ppt_mm,2002.71
Sierra,-120.52,39.58,2239,2019,tmin_degrees_c,1
Sierra,-120.52,39.58,2239,2019,tmean_degrees_c,6.2
Sierra,-120.52,39.58,2239,2019,tmax_degrees_c,11.4
Sierra,-120.52,39.58,2239,2019,vpdmin_h_pa,2.15
Sierra,-120.52,39.58,2239,2019,vpdmax_h_pa,10.06
Sierra,-120.52,39.58,2239,2020,ppt_mm,846.28
Sierra,-120.52,39.58,2239,2020,tmin_degrees_c,2.4
Sierra,-120.52,39.58,2239,2020,tmean_degrees_c,8.1
Sierra,-120.52,39.58,2239,2020,tmax_degrees_c,13.8
Sierra,-120.52,39.58,2239,2020,vpdmin_h_pa,3.12
Sierra,-120.52,39.58,2239,2020,vpdmax_h_pa,13
Sierra,-120.52,39.58,2239,2021,ppt_mm,1483.15
Sierra,-120.52,39.58,2239,2021,tmin_degrees_c,2.4
Sierra,-120.52,39.58,2239,2021,tmean_degrees_c,7.7
Sierra,-120.52,39.58,2239,2021,tmax_degrees_c,12.9
Sierra,-120.52,39.58,2239,2021,vpdmin_h_pa,3.6
Sierra,-120.52,39.58,2239,2021,vpdmax_h_pa,13.1
Sierra,-120.52,39.58,2239,2022,ppt_mm,1172.39
Sierra,-120.52,39.58,2239,2022,tmin_degrees_c,1.7
Sierra,-120.52,39.58,2239,2022,tmean_degrees_c,7.2
Sierra,-120.52,39.58,2239,2022,tmax_degrees_c,12.6
Sierra,-120.52,39.58,2239,2022,vpdmin_h_pa,3.08
Sierra,-120.52,39.58,2239,2022,vpdmax_h_pa,12.31
Sierra,-120.52,39.58,2239,2023,ppt_mm,1767.83
Sierra,-120.52,39.58,2239,2023,tmin_degrees_c,0.4
Sierra,-120.52,39.58,2239,2023,tmean_degrees_c,5.6
Sierra,-120.52,39.58,2239,2023,tmax_degrees_c,10.9
Sierra,-120.52,39.58,2239,2023,vpdmin_h_pa,2.11
Sierra,-120.52,39.58,2239,2023,vpdmax_h_pa,10.34
Sierra,-120.52,39.58,2239,2024,ppt_mm,1786.71
Sierra,-120.52,39.58,2239,2024,tmin_degrees_c,1.1
Sierra,-120.52,39.58,2239,2024,tmean_degrees_c,6.5
Sierra,-120.52,39.58,2239,2024,tmax_degrees_c,11.9
Sierra,-120.52,39.58,2239,2024,vpdmin_h_pa,2.15
Sierra,-120.52,39.58,2239,2024,vpdmax_h_pa,11.32
Sacramento,-121.34,38.45,21,2000,ppt_mm,564.37
Sacramento,-121.34,38.45,21,2000,tmin_degrees_c,9.2
Sacramento,-121.34,38.45,21,2000,tmean_degrees_c,16.1
Sacramento,-121.34,38.45,21,2000,tmax_degrees_c,23
Sacramento,-121.34,38.45,21,2000,vpdmin_h_pa,1.49
Sacramento,-121.34,38.45,21,2000,vpdmax_h_pa,19.39
Sacramento,-121.34,38.45,21,2001,ppt_mm,551.37
Sacramento,-121.34,38.45,21,2001,tmin_degrees_c,9.2
Sacramento,-121.34,38.45,21,2001,tmean_degrees_c,16.5
Sacramento,-121.34,38.45,21,2001,tmax_degrees_c,23.7
Sacramento,-121.34,38.45,21,2001,vpdmin_h_pa,1.74
Sacramento,-121.34,38.45,21,2001,vpdmax_h_pa,21.89
Sacramento,-121.34,38.45,21,2002,ppt_mm,425.85
Sacramento,-121.34,38.45,21,2002,tmin_degrees_c,8.5
Sacramento,-121.34,38.45,21,2002,tmean_degrees_c,15.9
Sacramento,-121.34,38.45,21,2002,tmax_degrees_c,23.4
Sacramento,-121.34,38.45,21,2002,vpdmin_h_pa,1.61
Sacramento,-121.34,38.45,21,2002,vpdmax_h_pa,20.9
Sacramento,-121.34,38.45,21,2003,ppt_mm,426.48
Sacramento,-121.34,38.45,21,2003,tmin_degrees_c,9.3
Sacramento,-121.34,38.45,21,2003,tmean_degrees_c,16.2
Sacramento,-121.34,38.45,21,2003,tmax_degrees_c,23.2
Sacramento,-121.34,38.45,21,2003,vpdmin_h_pa,1.51
Sacramento,-121.34,38.45,21,2003,vpdmax_h_pa,20.15
Sacramento,-121.34,38.45,21,2004,ppt_mm,439.9
Sacramento,-121.34,38.45,21,2004,tmin_degrees_c,9.3
Sacramento,-121.34,38.45,21,2004,tmean_degrees_c,16.3
Sacramento,-121.34,38.45,21,2004,tmax_degrees_c,23.2
Sacramento,-121.34,38.45,21,2004,vpdmin_h_pa,1.6
Sacramento,-121.34,38.45,21,2004,vpdmax_h_pa,20.53
Sacramento,-121.34,38.45,21,2005,ppt_mm,556.72
Sacramento,-121.34,38.45,21,2005,tmin_degrees_c,9.5
Sacramento,-121.34,38.45,21,2005,tmean_degrees_c,16.3
Sacramento,-121.34,38.45,21,2005,tmax_degrees_c,23.1
Sacramento,-121.34,38.45,21,2005,vpdmin_h_pa,1.64
Sacramento,-121.34,38.45,21,2005,vpdmax_h_pa,20.08
Sacramento,-121.34,38.45,21,2006,ppt_mm,483.68
Sacramento,-121.34,38.45,21,2006,tmin_degrees_c,9.2
Sacramento,-121.34,38.45,21,2006,tmean_degrees_c,16.1
Sacramento,-121.34,38.45,21,2006,tmax_degrees_c,23.1
Sacramento,-121.34,38.45,21,2006,vpdmin_h_pa,1.84
Sacramento,-121.34,38.45,21,2006,vpdmax_h_pa,20.54
Sacramento,-121.34,38.45,21,2007,ppt_mm,288.64
Sacramento,-121.34,38.45,21,2007,tmin_degrees_c,8.7
Sacramento,-121.34,38.45,21,2007,tmean_degrees_c,16.1
Sacramento,-121.34,38.45,21,2007,tmax_degrees_c,23.5
Sacramento,-121.34,38.45,21,2007,vpdmin_h_pa,1.91
Sacramento,-121.34,38.45,21,2007,vpdmax_h_pa,21.43
Sacramento,-121.34,38.45,21,2008,ppt_mm,352.43
Sacramento,-121.34,38.45,21,2008,tmin_degrees_c,8.7
Sacramento,-121.34,38.45,21,2008,tmean_degrees_c,16.1
Sacramento,-121.34,38.45,21,2008,tmax_degrees_c,23.5
Sacramento,-121.34,38.45,21,2008,vpdmin_h_pa,2.32
Sacramento,-121.34,38.45,21,2008,vpdmax_h_pa,22.54
Sacramento,-121.34,38.45,21,2009,ppt_mm,476.68
Sacramento,-121.34,38.45,21,2009,tmin_degrees_c,8.9
Sacramento,-121.34,38.45,21,2009,tmean_degrees_c,16.1
Sacramento,-121.34,38.45,21,2009,tmax_degrees_c,23.4
Sacramento,-121.34,38.45,21,2009,vpdmin_h_pa,1.99
Sacramento,-121.34,38.45,21,2009,vpdmax_h_pa,21.51
Sacramento,-121.34,38.45,21,2010,ppt_mm,645.11
Sacramento,-121.34,38.45,21,2010,tmin_degrees_c,8.9
Sacramento,-121.34,38.45,21,2010,tmean_degrees_c,15.6
Sacramento,-121.34,38.45,21,2010,tmax_degrees_c,22.2
Sacramento,-121.34,38.45,21,2010,vpdmin_h_pa,1.52
Sacramento,-121.34,38.45,21,2010,vpdmax_h_pa,18.86
Sacramento,-121.34,38.45,21,2011,ppt_mm,455.39
Sacramento,-121.34,38.45,21,2011,tmin_degrees_c,8.2
Sacramento,-121.34,38.45,21,2011,tmean_degrees_c,15.2
Sacramento,-121.34,38.45,21,2011,tmax_degrees_c,22.1
Sacramento,-121.34,38.45,21,2011,vpdmin_h_pa,1.46
Sacramento,-121.34,38.45,21,2011,vpdmax_h_pa,18.82
Sacramento,-121.34,38.45,21,2012,ppt_mm,638.18
Sacramento,-121.34,38.45,21,2012,tmin_degrees_c,9
Sacramento,-121.34,38.45,21,2012,tmean_degrees_c,16.3
Sacramento,-121.34,38.45,21,2012,tmax_degrees_c,23.5
Sacramento,-121.34,38.45,21,2012,vpdmin_h_pa,2.09
Sacramento,-121.34,38.45,21,2012,vpdmax_h_pa,21.88
Sacramento,-121.34,38.45,21,2013,ppt_mm,161.85
Sacramento,-121.34,38.45,21,2013,tmin_degrees_c,8.4
Sacramento,-121.34,38.45,21,2013,tmean_degrees_c,16.2
Sacramento,-121.34,38.45,21,2013,tmax_degrees_c,24
Sacramento,-121.34,38.45,21,2013,vpdmin_h_pa,2.19
Sacramento,-121.34,38.45,21,2013,vpdmax_h_pa,22.92
Sacramento,-121.34,38.45,21,2014,ppt_mm,515.28
Sacramento,-121.34,38.45,21,2014,tmin_degrees_c,10.3
Sacramento,-121.34,38.45,21,2014,tmean_degrees_c,17.6
Sacramento,-121.34,38.45,21,2014,tmax_degrees_c,24.8
Sacramento,-121.34,38.45,21,2014,vpdmin_h_pa,2.08
Sacramento,-121.34,38.45,21,2014,vpdmax_h_pa,23
Sacramento,-121.34,38.45,21,2015,ppt_mm,200.65
Sacramento,-121.34,38.45,21,2015,tmin_degrees_c,9.9
Sacramento,-121.34,38.45,21,2015,tmean_degrees_c,17.2
Sacramento,-121.34,38.45,21,2015,tmax_degrees_c,24.5
Sacramento,-121.34,38.45,21,2015,vpdmin_h_pa,2.31
Sacramento,-121.34,38.45,21,2015,vpdmax_h_pa,22.9
Sacramento,-121.34,38.45,21,2016,ppt_mm,556.72
Sacramento,-121.34,38.45,21,2016,tmin_degrees_c,9.7
Sacramento,-121.34,38.45,21,2016,tmean_degrees_c,16.8
Sacramento,-121.34,38.45,21,2016,tmax_degrees_c,23.8
Sacramento,-121.34,38.45,21,2016,vpdmin_h_pa,1.93
Sacramento,-121.34,38.45,21,2016,vpdmax_h_pa,21.52
Sacramento,-121.34,38.45,21,2017,ppt_mm,694.99
Sacramento,-121.34,38.45,21,2017,tmin_degrees_c,9.8
Sacramento,-121.34,38.45,21,2017,tmean_degrees_c,16.8
Sacramento,-121.34,38.45,21,2017,tmax_degrees_c,23.8
Sacramento,-121.34,38.45,21,2017,vpdmin_h_pa,2.12
Sacramento,-121.34,38.45,21,2017,vpdmax_h_pa,21.84
Sacramento,-121.34,38.45,21,2018,ppt_mm,504.57
Sacramento,-121.34,38.45,21,2018,tmin_degrees_c,9
Sacramento,-121.34,38.45,21,2018,tmean_degrees_c,16.5
Sacramento,-121.34,38.45,21,2018,tmax_degrees_c,23.9
Sacramento,-121.34,38.45,21,2018,vpdmin_h_pa,1.81
Sacramento,-121.34,38.45,21,2018,vpdmax_h_pa,21.86
Sacramento,-121.34,38.45,21,2019,ppt_mm,608.77
Sacramento,-121.34,38.45,21,2019,tmin_degrees_c,9.6
Sacramento,-121.34,38.45,21,2019,tmean_degrees_c,16.5
Sacramento,-121.34,38.45,21,2019,tmax_degrees_c,23.5
Sacramento,-121.34,38.45,21,2019,vpdmin_h_pa,1.73
Sacramento,-121.34,38.45,21,2019,vpdmax_h_pa,20.92
Sacramento,-121.34,38.45,21,2020,ppt_mm,209.6
Sacramento,-121.34,38.45,21,2020,tmin_degrees_c,9.5
Sacramento,-121.34,38.45,21,2020,tmean_degrees_c,17.2
Sacramento,-121.34,38.45,21,2020,tmax_degrees_c,24.9
Sacramento,-121.34,38.45,21,2020,vpdmin_h_pa,2.22
Sacramento,-121.34,38.45,21,2020,vpdmax_h_pa,24.76
Sacramento,-121.34,38.45,21,2021,ppt_mm,491.27
Sacramento,-121.34,38.45,21,2021,tmin_degrees_c,9.5
Sacramento,-121.34,38.45,21,2021,tmean_degrees_c,16.9
Sacramento,-121.34,38.45,21,2021,tmax_degrees_c,24.4
Sacramento,-121.34,38.45,21,2021,vpdmin_h_pa,2.23
Sacramento,-121.34,38.45,21,2021,vpdmax_h_pa,24.22
Sacramento,-121.34,38.45,21,2022,ppt_mm,270.16
Sacramento,-121.34,38.45,21,2022,tmin_degrees_c,8.9
Sacramento,-121.34,38.45,21,2022,tmean_degrees_c,16.9
Sacramento,-121.34,38.45,21,2022,tmax_degrees_c,24.8
Sacramento,-121.34,38.45,21,2022,vpdmin_h_pa,2.14
Sacramento,-121.34,38.45,21,2022,vpdmax_h_pa,25.75
Sacramento,-121.34,38.45,21,2023,ppt_mm,529.12
Sacramento,-121.34,38.45,21,2023,tmin_degrees_c,9.1
Sacramento,-121.34,38.45,21,2023,tmean_degrees_c,16.1
Sacramento,-121.34,38.45,21,2023,tmax_degrees_c,23
Sacramento,-121.34,38.45,21,2023,vpdmin_h_pa,1.5
Sacramento,-121.34,38.45,21,2023,vpdmax_h_pa,20.51
Sacramento,-121.34,38.45,21,2024,ppt_mm,522.2
Sacramento,-121.34,38.45,21,2024,tmin_degrees_c,10.3
Sacramento,-121.34,38.45,21,2024,tmean_degrees_c,17.5
Sacramento,-121.34,38.45,21,2024,tmax_degrees_c,24.8
Sacramento,-121.34,38.45,21,2024,vpdmin_h_pa,2.14
Sacramento,-121.34,38.45,21,2024,vpdmax_h_pa,24.73
Santa Barbar,-120.04,34.54,708,2000,ppt_mm,834.84
Santa Barbar,-120.04,34.54,708,2000,tmin_degrees_c,11.2
Santa Barbar,-120.04,34.54,708,2000,tmean_degrees_c,16.6
Santa Barbar,-120.04,34.54,708,2000,tmax_degrees_c,22.1
Santa Barbar,-120.04,34.54,708,2000,vpdmin_h_pa,3.49
Santa Barbar,-120.04,34.54,708,2000,vpdmax_h_pa,17.56
Santa Barbar,-120.04,34.54,708,2001,ppt_mm,1227.4
Santa Barbar,-120.04,34.54,708,2001,tmin_degrees_c,11.2
Santa Barbar,-120.04,34.54,708,2001,tmean_degrees_c,16.4
Santa Barbar,-120.04,34.54,708,2001,tmax_degrees_c,21.6
Santa Barbar,-120.04,34.54,708,2001,vpdmin_h_pa,3.52
Santa Barbar,-120.04,34.54,708,2001,vpdmax_h_pa,16.39
Santa Barbar,-120.04,34.54,708,2002,ppt_mm,448.35
Santa Barbar,-120.04,34.54,708,2002,tmin_degrees_c,11.1
Santa Barbar,-120.04,34.54,708,2002,tmean_degrees_c,16.5
Santa Barbar,-120.04,34.54,708,2002,tmax_degrees_c,22
Santa Barbar,-120.04,34.54,708,2002,vpdmin_h_pa,4.58
Santa Barbar,-120.04,34.54,708,2002,vpdmax_h_pa,18.37
Santa Barbar,-120.04,34.54,708,2003,ppt_mm,606.35
Santa Barbar,-120.04,34.54,708,2003,tmin_degrees_c,12
Santa Barbar,-120.04,34.54,708,2003,tmean_degrees_c,17.2
Santa Barbar,-120.04,34.54,708,2003,tmax_degrees_c,22.5
Santa Barbar,-120.04,34.54,708,2003,vpdmin_h_pa,5.58
Santa Barbar,-120.04,34.54,708,2003,vpdmax_h_pa,19.25
Santa Barbar,-120.04,34.54,708,2004,ppt_mm,827.01
Santa Barbar,-120.04,34.54,708,2004,tmin_degrees_c,11.8
Santa Barbar,-120.04,34.54,708,2004,tmean_degrees_c,17.1
Santa Barbar,-120.04,34.54,708,2004,tmax_degrees_c,22.5
Santa Barbar,-120.04,34.54,708,2004,vpdmin_h_pa,5.68
Santa Barbar,-120.04,34.54,708,2004,vpdmax_h_pa,20.09
Santa Barbar,-120.04,34.54,708,2005,ppt_mm,1246.37
Santa Barbar,-120.04,34.54,708,2005,tmin_degrees_c,11.8
Santa Barbar,-120.04,34.54,708,2005,tmean_degrees_c,17.1
Santa Barbar,-120.04,34.54,708,2005,tmax_degrees_c,22.4
Santa Barbar,-120.04,34.54,708,2005,vpdmin_h_pa,4.95
Santa Barbar,-120.04,34.54,708,2005,vpdmax_h_pa,18.53
Santa Barbar,-120.04,34.54,708,2006,ppt_mm,814.26
Santa Barbar,-120.04,34.54,708,2006,tmin_degrees_c,11.6
Santa Barbar,-120.04,34.54,708,2006,tmean_degrees_c,17
Santa Barbar,-120.04,34.54,708,2006,tmax_degrees_c,22.5
Santa Barbar,-120.04,34.54,708,2006,vpdmin_h_pa,5.3
Santa Barbar,-120.04,34.54,708,2006,vpdmax_h_pa,20.15
Santa Barbar,-120.04,34.54,708,2007,ppt_mm,351.54
Santa Barbar,-120.04,34.54,708,2007,tmin_degrees_c,11.1
Santa Barbar,-120.04,34.54,708,2007,tmean_degrees_c,16.8
Santa Barbar,-120.04,34.54,708,2007,tmax_degrees_c,22.5
Santa Barbar,-120.04,34.54,708,2007,vpdmin_h_pa,5.53
Santa Barbar,-120.04,34.54,708,2007,vpdmax_h_pa,20.33
Santa Barbar,-120.04,34.54,708,2008,ppt_mm,775.85
Santa Barbar,-120.04,34.54,708,2008,tmin_degrees_c,11.6
Santa Barbar,-120.04,34.54,708,2008,tmean_degrees_c,17.3
Santa Barbar,-120.04,34.54,708,2008,tmax_degrees_c,22.9
Santa Barbar,-120.04,34.54,708,2008,vpdmin_h_pa,6.39
Santa Barbar,-120.04,34.54,708,2008,vpdmax_h_pa,21.14
Santa Barbar,-120.04,34.54,708,2009,ppt_mm,531.44
Santa Barbar,-120.04,34.54,708,2009,tmin_degrees_c,11.6
Santa Barbar,-120.04,34.54,708,2009,tmean_degrees_c,17.1
Santa Barbar,-120.04,34.54,708,2009,tmax_degrees_c,22.6
Santa Barbar,-120.04,34.54,708,2009,vpdmin_h_pa,5.7
Santa Barbar,-120.04,34.54,708,2009,vpdmax_h_pa,20.25
Santa Barbar,-120.04,34.54,708,2010,ppt_mm,1025.97
Santa Barbar,-120.04,34.54,708,2010,tmin_degrees_c,10.9
Santa Barbar,-120.04,34.54,708,2010,tmean_degrees_c,16.2
Santa Barbar,-120.04,34.54,708,2010,tmax_degrees_c,21.5
Santa Barbar,-120.04,34.54,708,2010,vpdmin_h_pa,4.87
Santa Barbar,-120.04,34.54,708,2010,vpdmax_h_pa,17.85
Santa Barbar,-120.04,34.54,708,2011,ppt_mm,635.12
Santa Barbar,-120.04,34.54,708,2011,tmin_degrees_c,11.2
Santa Barbar,-120.04,34.54,708,2011,tmean_degrees_c,16.4
Santa Barbar,-120.04,34.54,708,2011,tmax_degrees_c,21.7
Santa Barbar,-120.04,34.54,708,2011,vpdmin_h_pa,5.15
Santa Barbar,-120.04,34.54,708,2011,vpdmax_h_pa,18.35
Santa Barbar,-120.04,34.54,708,2012,ppt_mm,553.68
Santa Barbar,-120.04,34.54,708,2012,tmin_degrees_c,12.2
Santa Barbar,-120.04,34.54,708,2012,tmean_degrees_c,17.6
Santa Barbar,-120.04,34.54,708,2012,tmax_degrees_c,22.9
Santa Barbar,-120.04,34.54,708,2012,vpdmin_h_pa,6.2
Santa Barbar,-120.04,34.54,708,2012,vpdmax_h_pa,20.91
Santa Barbar,-120.04,34.54,708,2013,ppt_mm,165.51
Santa Barbar,-120.04,34.54,708,2013,tmin_degrees_c,12.3
Santa Barbar,-120.04,34.54,708,2013,tmean_degrees_c,17.7
Santa Barbar,-120.04,34.54,708,2013,tmax_degrees_c,23.1
Santa Barbar,-120.04,34.54,708,2013,vpdmin_h_pa,6.37
Santa Barbar,-120.04,34.54,708,2013,vpdmax_h_pa,21.19
Santa Barbar,-120.04,34.54,708,2014,ppt_mm,487.98
Santa Barbar,-120.04,34.54,708,2014,tmin_degrees_c,13.4
Santa Barbar,-120.04,34.54,708,2014,tmean_degrees_c,18.7
Santa Barbar,-120.04,34.54,708,2014,tmax_degrees_c,24
Santa Barbar,-120.04,34.54,708,2014,vpdmin_h_pa,6.73
Santa Barbar,-120.04,34.54,708,2014,vpdmax_h_pa,22.32
Santa Barbar,-120.04,34.54,708,2015,ppt_mm,177.32
Santa Barbar,-120.04,34.54,708,2015,tmin_degrees_c,13.2
Santa Barbar,-120.04,34.54,708,2015,tmean_degrees_c,18.4
Santa Barbar,-120.04,34.54,708,2015,tmax_degrees_c,23.7
Santa Barbar,-120.04,34.54,708,2015,vpdmin_h_pa,5.88
Santa Barbar,-120.04,34.54,708,2015,vpdmax_h_pa,21.56
Santa Barbar,-120.04,34.54,708,2016,ppt_mm,544.79
Santa Barbar,-120.04,34.54,708,2016,tmin_degrees_c,13.1
Santa Barbar,-120.04,34.54,708,2016,tmean_degrees_c,18.2
Santa Barbar,-120.04,34.54,708,2016,tmax_degrees_c,23.4
Santa Barbar,-120.04,34.54,708,2016,vpdmin_h_pa,5.89
Santa Barbar,-120.04,34.54,708,2016,vpdmax_h_pa,21.4
Santa Barbar,-120.04,34.54,708,2017,ppt_mm,670.31
Santa Barbar,-120.04,34.54,708,2017,tmin_degrees_c,13
Santa Barbar,-120.04,34.54,708,2017,tmean_degrees_c,18.2
Santa Barbar,-120.04,34.54,708,2017,tmax_degrees_c,23.4
